Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
363,13/05/2023,CUST639,Female,62,Beauty,4,50,200
364,13/05/2023,CUST838,Male,47,Electronics,2,300,600
365,14/05/2023,CUST353,Male,31,Electronics,1,500,500
366,14/05/2023,CUST501,Male,39,Electronics,2,30,60
367,14/05/2023,CUST721,Female,52,Clothing,1,500,500
368,15/05/2023,CUST123,Female,40,Electronics,2,30,60
369,15/05/2023,CUST164,Female,47,Beauty,3,500,1500
370,15/05/2023,CUST425,Female,55,Electronics,4,30,120
371,16/05/2023,CUST048,Male,54,Electronics,3,300,900
372,16/05/2023,CUST118,Female,30,Electronics,4,500,2000
373,16/05/2023,CUST203,Male,56,Clothing,2,500,1000
374,16/05/2023,CUST305,Female,18,Beauty,1,30,30
375,16/05/2023,CUST358,Female,32,Beauty,1,300,300
376,16/05/2023,CUST376,Female,64,Beauty,6,30,180
377,16/05/2023,CUST398,Female,48,Clothing,2,300,600
378,16/05/2023,CUST411,Male,62,Electronics,4,50,200
379,16/05/2023,CUST504,Female,38,Beauty,3,50,150
380,16/05/2023,CUST970,Male,59,Electronics,4,500,2000
381,16/05/2023,CUST996,Male,62,Clothing,1,50,50
382,17/05/2023,CUST081,Male,40,Electronics,1,50,50
383,17/05/2023,CUST155,Male,31,Electronics,4,500,2000
384,17/05/2023,CUST470,Female,57,Clothing,2,500,1000
385,18/05/2023,CUST106,Female,46,Clothing,1,50,50
386,18/05/2023,CUST818,Male,30,Electronics,1,500,500
387,19/05/2023,CUST094,Female,47,Beauty,2,500,1000
388,19/05/2023,CUST811,Male,61,Beauty,2,25,50
389,19/05/2023,CUST881,Male,22,Electronics,1,300,300
390,20/05/2023,CUST403,Male,32,Clothing,2,300,600
391,20/05/2023,CUST653,Male,54,Clothing,3,25,75
392,20/05/2023,CUST694,Female,39,Electronics,2,25,50
393,21/05/2023,CUST004,Male,37,Clothing,1,500,500
394,21/05/2023,CUST647,Male,59,Clothing,3,500,1500
395,21/05/2023,CUST911,Male,42,Electronics,3,300,900
396,22/05/2023,CUST419,Female,44,Clothing,3,30,90
397,22/05/2023,CUST642,Female,54,Clothing,4,25,100
398,22/05/2023,CUST843,Male,21,Beauty,3,500,1500
399,22/05/2023,CUST895,Female,55,Clothing,4,30,120
400,23/05/2023,CUST031,Male,44,Electronics,4,300,1200
401,23/05/2023,CUST037,Female,18,Beauty,3,25,75
402,23/05/2023,CUST072,Female,20,Electronics,4,500,2000
403,23/05/2023,CUST243,Female,47,Electronics,3,300,900
404,23/05/2023,CUST281,Female,29,Beauty,4,500,2000
405,23/05/2023,CUST489,Male,44,Electronics,1,30,30
406,23/05/2023,CUST491,Female,60,Electronics,3,300,900
407,23/05/2023,CUST729,Male,29,Clothing,4,300,1200
408,23/05/2023,CUST822,Female,52,Beauty,3,50,150
409,24/05/2023,CUST840,Male,62,Clothing,2,25,50
410,25/05/2023,CUST404,Male,46,Electronics,2,500,1000
411,25/05/2023,CUST899,Male,26,Clothing,2,300,600
412,25/05/2023,CUST990,Female,58,Beauty,6,500,3000
413,26/05/2023,CUST382,Female,53,Clothing,2,500,1000
414,26/05/2023,CUST578,Female,54,Clothing,4,30,120
415,26/05/2023,CUST923,Male,32,Beauty,3,300,900
416,27/05/2023,CUST307,Female,26,Electronics,2,25,50
417,27/05/2023,CUST561,Female,64,Clothing,4,500,2000
418,27/05/2023,CUST651,Male,51,Clothing,3,50,150
419,28/05/2023,CUST988,Female,63,Clothing,3,25,75
420,29/05/2023,CUST067,Female,48,Beauty,4,300,1200
421,30/05/2023,CUST915,Female,26,Beauty,3,30,90
422,30/05/2023,CUST985,Female,19,Electronics,2,25,50
423,31/05/2023,CUST056,Female,26,Clothing,3,300,900
424,31/05/2023,CUST159,Male,26,Clothing,4,50,200
425,31/05/2023,CUST862,Male,28,Electronics,4,300,1200
426,1/6/2023,CUST315,Male,47,Clothing,2,30,60
427,1/6/2023,CUST545,Male,27,Clothing,2,25,50
428,1/6/2023,CUST902,Female,54,Beauty,1,50,50
429,2/6/2023,CUST170,Female,25,Clothing,2,25,50
430,2/6/2023,CUST685,Male,57,Electronics,2,25,50
431,2/6/2023,CUST958,Male,62,Electronics,2,25,50
432,3/6/2023,CUST363,Male,64,Beauty,1,25,25
433,3/6/2023,CUST394,Female,27,Clothing,1,500,500
434,3/6/2023,CUST537,Female,21,Beauty,1,500,500
435,4/6/2023,CUST387,Male,44,Beauty,1,30,30
436,4/6/2023,CUST556,Female,18,Electronics,1,50,50
437,4/6/2023,CUST782,Male,59,Clothing,3,300,900
438,4/6/2023,CUST906,Female,20,Clothing,1,50,50
439,5/6/2023,CUST560,Female,25,Electronics,1,50,50
440,5/6/2023,CUST944,Male,44,Clothing,2,25,50
441,6/6/2023,CUST481,Female,43,Electronics,4,300,1200
442,6/6/2023,CUST867,Male,21,Electronics,1,500,500
443,6/6/2023,CUST882,Female,64,Electronics,2,25,50
444,6/6/2023,CUST961,Male,53,Beauty,4,50,200
445,7/6/2023,CUST187,Female,64,Clothing,2,50,100
446,7/6/2023,CUST446,Male,21,Electronics,1,50,50
447,8/6/2023,CUST539,Male,25,Beauty,1,500,500
448,8/6/2023,CUST587,Female,40,Beauty,4,300,1200
449,9/6/2023,CUST212,Male,21,Clothing,3,500,1500
450,9/6/2023,CUST765,Male,43,Clothing,4,50,200
451,9/6/2023,CUST769,Female,31,Electronics,4,30,120
452,10/6/2023,CUST321,Female,26,Electronics,2,25,50
453,10/6/2023,CUST356,Male,50,Electronics,3,500,1500
454,10/6/2023,CUST510,Female,39,Beauty,4,50,200
455,10/6/2023,CUST534,Male,45,Clothing,2,500,1000
456,11/6/2023,CUST104,Female,34,Beauty,2,500,1000
457,11/6/2023,CUST110,Male,27,Clothing,3,300,900
458,11/6/2023,CUST352,Male,57,Electronics,2,500,1000
459,11/6/2023,CUST365,Male,31,Clothing,1,300,300
460,11/6/2023,CUST887,Male,59,Clothing,4,25,100
461,12/6/2023,CUST629,Male,62,Electronics,2,25,50
462,13/06/2023,CUST655,Female,55,Clothing,1,500,500
463,14/06/2023,CUST567,Female,25,Clothing,3,300,900
464,15/06/2023,CUST182,Male,62,Beauty,4,30,120
465,15/06/2023,CUST819,Female,35,Beauty,2,50,100
466,16/06/2023,CUST100,Male,41,Electronics,1,30,30
467,16/06/2023,CUST833,Male,42,Beauty,4,50,200
468,17/06/2023,CUST542,Female,20,Beauty,1,50,50
469,17/06/2023,CUST723,Female,54,Beauty,4,50,200
470,17/06/2023,CUST726,Male,47,Clothing,4,300,1200
471,18/06/2023,CUST488,Female,51,Electronics,3,300,900
472,19/06/2023,CUST239,Male,38,Electronics,3,500,1500
473,19/06/2023,CUST498,Female,50,Clothing,4,25,100
474,19/06/2023,CUST532,Female,64,Clothing,4,30,120
475,19/06/2023,CUST669,Male,24,Beauty,4,300,1200
476,19/06/2023,CUST877,Female,58,Clothing,1,25,25
477,20/06/2023,CUST422,Female,28,Clothing,3,30,90
478,20/06/2023,CUST466,Male,63,Electronics,4,25,100
479,21/06/2023,CUST583,Female,24,Electronics,4,25,100
480,21/06/2023,CUST654,Male,42,Clothing,3,25,75
481,22/06/2023,CUST040,Male,45,Beauty,1,50,50
482,22/06/2023,CUST699,Female,37,Clothing,4,30,120
483,22/06/2023,CUST727,Male,55,Beauty,3,300,900
484,22/06/2023,CUST830,Female,64,Clothing,3,50,150
485,23/06/2023,CUST224,Female,25,Clothing,1,50,50
486,23/06/2023,CUST271,Female,42,Beauty,4,30,120
487,24/06/2023,CUST036,Male,52,Beauty,3,300,900
488,24/06/2023,CUST157,Male,62,Electronics,4,500,2000
489,24/06/2023,CUST796,Male,43,Beauty,4,30,120
490,24/06/2023,CUST839,Female,20,Electronics,4,300,1200
491,24/06/2023,CUST927,Male,43,Electronics,4,500,2000
492,25/06/2023,CUST407,Female,46,Electronics,3,300,900
493,26/06/2023,CUST046,Female,20,Electronics,4,300,1200
494,26/06/2023,CUST509,Female,37,Electronics,3,300,900
495,26/06/2023,CUST874,Male,60,Beauty,1,30,30
496,27/06/2023,CUST788,Female,52,Beauty,3,300,900
497,28/06/2023,CUST378,Male,50,Beauty,1,300,300
498,29/06/2023,CUST480,Female,42,Beauty,4,500,2000
499,29/06/2023,CUST492,Male,61,Beauty,4,25,100
500,29/06/2023,CUST737,Female,33,Clothing,1,50,50
501,30/06/2023,CUST684,Female,28,Clothing,2,500,1000
502,30/06/2023,CUST878,Female,20,Clothing,1,30,30
503,1/7/2023,CUST078,Female,47,Clothing,3,500,1500
504,1/7/2023,CUST260,Male,28,Beauty,2,30,60
505,1/7/2023,CUST455,Male,31,Electronics,4,25,100
506,1/7/2023,CUST837,Male,18,Beauty,3,30,90
507,3/7/2023,CUST045,Female,55,Electronics,1,30,30
508,3/7/2023,CUST449,Male,25,Electronics,4,50,200
509,4/7/2023,CUST904,Male,28,Clothing,1,500,500
510,5/7/2023,CUST059,Male,62,Clothing,1,50,50
511,5/7/2023,CUST128,Male,25,Beauty,1,500,500
512,5/7/2023,CUST186,Male,20,Clothing,4,50,200
513,5/7/2023,CUST802,Female,46,Beauty,1,30,30
514,6/7/2023,CUST075,Male,61,Beauty,4,50,200
515,6/7/2023,CUST447,Male,22,Beauty,4,500,2000
516,6/7/2023,CUST528,Female,36,Clothing,2,30,60
517,8/7/2023,CUST759,Male,49,Electronics,2,50,100
518,8/7/2023,CUST870,Female,46,Electronics,4,30,120
519,9/7/2023,CUST077,Female,47,Clothing,2,50,100
520,9/7/2023,CUST381,Female,44,Clothing,4,25,100
521,9/7/2023,CUST439,Male,50,Clothing,3,25,75
522,9/7/2023,CUST792,Female,20,Beauty,1,50,50
523,11/7/2023,CUST176,Female,43,Beauty,2,50,100
524,11/7/2023,CUST216,Male,62,Electronics,2,50,100
525,12/7/2023,CUST772,Male,26,Electronics,1,30,30
526,13/07/2023,CUST053,Male,34,Electronics,2,50,100
527,14/07/2023,CUST043,Female,48,Clothing,1,300,300
528,14/07/2023,CUST071,Female,51,Beauty,4,25,100
529,14/07/2023,CUST093,Female,35,Beauty,4,500,2000
530,14/07/2023,CUST302,Male,57,Beauty,2,300,600
531,14/07/2023,CUST551,Male,45,Electronics,3,300,900
532,14/07/2023,CUST681,Female,43,Electronics,2,30,60
533,14/07/2023,CUST722,Male,20,Beauty,3,300,900
534,14/07/2023,CUST728,Male,51,Electronics,3,50,150
535,14/07/2023,CUST829,Male,61,Beauty,3,30,90
536,14/07/2023,CUST955,Male,58,Clothing,1,25,25
537,15/07/2023,CUST144,Female,59,Beauty,4,500,2000
538,15/07/2023,CUST474,Female,26,Clothing,3,500,1500
539,16/07/2023,CUST603,Female,40,Clothing,3,30,90
540,16/07/2023,CUST661,Female,44,Clothing,4,25,100
541,17/07/2023,CUST143,Female,45,Clothing,1,50,50
542,17/07/2023,CUST515,Female,49,Clothing,3,300,900
543,19/07/2023,CUST304,Female,37,Electronics,2,30,60
544,19/07/2023,CUST676,Male,63,Electronics,3,500,1500
545,19/07/2023,CUST686,Female,28,Electronics,4,50,200
546,19/07/2023,CUST698,Female,64,Electronics,1,300,300
547,21/07/2023,CUST709,Female,19,Electronics,2,500,1000
548,22/07/2023,CUST114,Female,22,Beauty,4,25,100
549,22/07/2023,CUST359,Male,50,Clothing,1,50,50
550,23/07/2023,CUST773,Male,25,Electronics,4,500,2000
551,24/07/2023,CUST127,Female,33,Clothing,2,25,50
552,24/07/2023,CUST213,Male,27,Beauty,3,500,1500
553,24/07/2023,CUST487,Male,44,Clothing,4,500,2000
554,24/07/2023,CUST495,Male,24,Beauty,2,30,60
555,24/07/2023,CUST605,Male,37,Electronics,2,500,1000
556,25/07/2023,CUST105,Female,22,Electronics,1,500,500
557,25/07/2023,CUST299,Male,61,Electronics,2,500,1000
558,25/07/2023,CUST934,Male,30,Beauty,1,500,500
559,26/07/2023,CUST270,Male,43,Electronics,1,300,300
560,26/07/2023,CUST338,Male,54,Beauty,2,50,100
561,26/07/2023,CUST543,Male,49,Beauty,2,300,600
562,27/07/2023,CUST557,Female,20,Beauty,3,30,90
563,27/07/2023,CUST702,Female,60,Clothing,2,300,600
564,27/07/2023,CUST864,Female,51,Electronics,1,500,500
565,28/07/2023,CUST254,Male,41,Electronics,1,500,500
566,28/07/2023,CUST295,Female,27,Beauty,3,300,900
567,28/07/2023,CUST457,Female,58,Beauty,5,300,1500
568,28/07/2023,CUST668,Female,62,Electronics,3,50,150
569,28/07/2023,CUST850,Female,26,Beauty,2,500,1000
570,29/07/2023,CUST541,Male,56,Beauty,1,500,500
571,29/07/2023,CUST980,Female,31,Electronics,3,25,75
572,30/07/2023,CUST262,Female,32,Beauty,4,30,120
573,30/07/2023,CUST467,Female,53,Electronics,3,50,150
574,31/07/2023,CUST463,Female,54,Beauty,3,500,1500
575,1/8/2023,CUST598,Male,37,Beauty,4,30,120
576,1/8/2023,CUST667,Female,29,Electronics,1,500,500
577,1/8/2023,CUST672,Female,34,Beauty,2,50,100
578,2/8/2023,CUST949,Female,41,Electronics,2,25,50
579,3/8/2023,CUST027,Female,38,Beauty,2,25,50
580,3/8/2023,CUST347,Male,42,Electronics,1,25,25
581,3/8/2023,CUST687,Female,53,Electronics,1,300,300
582,4/8/2023,CUST549,Female,50,Beauty,2,50,100
583,4/8/2023,CUST675,Female,45,Clothing,2,30,60
584,4/8/2023,CUST730,Female,36,Clothing,2,25,50
585,4/8/2023,CUST798,Male,61,Clothing,1,50,50
586,5/8/2023,CUST013,Male,22,Electronics,3,500,1500
587,5/8/2023,CUST035,Female,58,Beauty,5,300,1500
588,5/8/2023,CUST140,Male,38,Electronics,1,30,30
589,5/8/2023,CUST206,Male,61,Clothing,1,25,25
590,5/8/2023,CUST261,Male,21,Clothing,2,25,50
591,5/8/2023,CUST279,Male,50,Clothing,1,500,500
592,5/8/2023,CUST308,Female,34,Beauty,4,300,1200
593,5/8/2023,CUST418,Female,60,Electronics,2,500,1000
594,6/8/2023,CUST612,Female,61,Electronics,1,500,500
595,6/8/2023,CUST875,Female,51,Electronics,4,500,2000
596,7/8/2023,CUST430,Female,43,Electronics,3,300,900
597,7/8/2023,CUST633,Male,39,Beauty,4,30,120
598,8/8/2023,CUST125,Male,48,Clothing,2,50,100
599,8/8/2023,CUST716,Female,60,Clothing,4,300,1200
600,8/8/2023,CUST790,Male,62,Clothing,1,25,25
601,8/8/2023,CUST960,Male,59,Clothing,2,30,60
602,9/8/2023,CUST259,Female,45,Clothing,4,50,200
603,9/8/2023,CUST443,Male,29,Clothing,2,300,600
604,9/8/2023,CUST529,Female,35,Clothing,3,50,150
605,9/8/2023,CUST563,Male,20,Clothing,2,30,60
606,10/8/2023,CUST801,Male,21,Clothing,4,50,200
607,11/8/2023,CUST160,Female,43,Clothing,2,50,100
608,11/8/2023,CUST508,Male,58,Beauty,2,300,600
609,11/8/2023,CUST807,Female,50,Electronics,4,50,200
610,12/8/2023,CUST511,Male,45,Beauty,2,50,100
611,12/8/2023,CUST521,Female,47,Clothing,4,30,120
612,12/8/2023,CUST695,Female,22,Electronics,3,50,150
613,12/8/2023,CUST816,Male,47,Beauty,2,500,1000
614,13/08/2023,CUST217,Female,35,Electronics,4,50,200
615,13/08/2023,CUST384,Male,55,Clothing,1,500,500
616,14/08/2023,CUST648,Male,53,Beauty,4,300,1200
617,14/08/2023,CUST926,Male,22,Electronics,1,30,30
618,15/08/2023,CUST285,Female,31,Electronics,1,25,25
619,15/08/2023,CUST427,Male,25,Electronics,1,25,25
620,15/08/2023,CUST569,Male,52,Electronics,4,50,200
621,15/08/2023,CUST570,Male,49,Clothing,1,500,500
622,15/08/2023,CUST630,Male,42,Clothing,2,50,100
623,15/08/2023,CUST957,Female,60,Electronics,4,30,120
624,17/08/2023,CUST635,Female,63,Electronics,3,300,900
625,18/08/2023,CUST029,Female,42,Electronics,1,30,30
626,18/08/2023,CUST277,Male,36,Clothing,4,25,100
627,18/08/2023,CUST859,Female,56,Electronics,3,500,1500
628,19/08/2023,CUST638,Male,46,Electronics,1,500,500
629,19/08/2023,CUST823,Female,56,Electronics,2,50,100
630,19/08/2023,CUST956,Male,30,Clothing,3,500,1500
631,19/08/2023,CUST981,Female,30,Electronics,2,30,60
632,20/08/2023,CUST219,Female,53,Electronics,3,30,90
633,21/08/2023,CUST073,Male,29,Electronics,3,30,90
634,21/08/2023,CUST162,Male,39,Clothing,2,30,60
635,21/08/2023,CUST306,Male,54,Electronics,1,50,50
636,21/08/2023,CUST725,Male,61,Electronics,1,300,300
637,21/08/2023,CUST880,Male,22,Beauty,2,500,1000
638,21/08/2023,CUST992,Female,57,Electronics,2,30,60
639,22/08/2023,CUST597,Male,22,Beauty,4,300,1200
640,22/08/2023,CUST622,Female,49,Beauty,3,25,75
641,23/08/2023,CUST116,Female,23,Clothing,1,30,30
642,23/08/2023,CUST364,Female,19,Beauty,1,500,500
643,23/08/2023,CUST368,Female,56,Clothing,4,300,1200
644,24/08/2023,CUST050,Female,27,Beauty,3,25,75
645,24/08/2023,CUST479,Male,52,Electronics,4,300,1200
646,24/08/2023,CUST804,Male,42,Electronics,1,30,30
647,25/08/2023,CUST092,Female,51,Electronics,4,30,120
648,25/08/2023,CUST282,Female,64,Electronics,4,50,200
649,25/08/2023,CUST718,Female,59,Beauty,5,25,125
650,26/08/2023,CUST617,Male,34,Electronics,1,30,30
651,26/08/2023,CUST624,Female,34,Beauty,3,300,900
652,26/08/2023,CUST825,Female,46,Beauty,1,25,25
653,27/08/2023,CUST568,Female,51,Electronics,1,300,300
654,27/08/2023,CUST671,Male,62,Electronics,3,50,150
655,27/08/2023,CUST756,Female,62,Electronics,4,300,1200
656,27/08/2023,CUST815,Female,51,Clothing,3,25,75
657,28/08/2023,CUST146,Male,38,Clothing,4,50,200
658,28/08/2023,CUST263,Male,23,Beauty,2,30,60
659,28/08/2023,CUST704,Female,62,Clothing,3,30,90
660,29/08/2023,CUST476,Female,27,Clothing,4,500,2000
661,29/08/2023,CUST733,Male,34,Beauty,1,30,30
662,29/08/2023,CUST924,Male,55,Beauty,2,50,100
663,29/08/2023,CUST984,Male,56,Clothing,1,500,500
664,31/08/2023,CUST251,Female,57,Beauty,4,50,200
665,31/08/2023,CUST253,Female,53,Clothing,4,500,2000
666,31/08/2023,CUST574,Female,63,Electronics,2,25,50
667,31/08/2023,CUST751,Female,42,Clothing,2,25,50
668,31/08/2023,CUST871,Male,62,Beauty,2,30,60
669,1/9/2023,CUST200,Male,27,Beauty,3,50,150
670,1/9/2023,CUST594,Female,19,Electronics,2,300,600
671,1/9/2023,CUST637,Male,43,Clothing,2,300,600
672,1/9/2023,CUST855,Male,54,Beauty,1,25,25
673,2/9/2023,CUST325,Female,52,Electronics,2,25,50
674,2/9/2023,CUST682,Male,46,Beauty,4,300,1200
675,2/9/2023,CUST931,Male,30,Beauty,4,30,120
676,3/9/2023,CUST925,Male,25,Electronics,1,300,300
677,4/9/2023,CUST297,Female,40,Electronics,2,500,1000
678,5/9/2023,CUST814,Female,59,Clothing,1,500,500
679,5/9/2023,CUST894,Male,52,Electronics,1,30,30
680,6/9/2023,CUST194,Male,55,Clothing,4,50,200
681,6/9/2023,CUST245,Male,47,Clothing,3,30,90
682,6/9/2023,CUST296,Female,22,Clothing,4,300,1200
683,6/9/2023,CUST644,Male,23,Beauty,3,25,75
684,6/9/2023,CUST696,Female,50,Clothing,4,50,200
685,7/9/2023,CUST312,Male,41,Clothing,4,30,120
686,7/9/2023,CUST692,Female,64,Clothing,2,50,100
687,7/9/2023,CUST835,Male,37,Clothing,4,50,200
688,8/9/2023,CUST183,Female,43,Beauty,3,300,900
689,8/9/2023,CUST413,Female,44,Beauty,3,25,75
690,8/9/2023,CUST799,Male,56,Electronics,2,50,100
691,8/9/2023,CUST851,Male,32,Electronics,2,25,50
692,9/9/2023,CUST858,Male,23,Electronics,2,50,100
693,9/9/2023,CUST919,Female,22,Beauty,2,25,50
694,9/9/2023,CUST935,Female,34,Beauty,1,50,50
695,10/9/2023,CUST132,Male,42,Electronics,4,50,200
696,11/9/2023,CUST604,Female,29,Electronics,4,50,200
697,11/9/2023,CUST832,Male,47,Beauty,4,500,2000
698,13/09/2023,CUST113,Female,41,Electronics,2,25,50
699,14/09/2023,CUST165,Female,60,Clothing,4,300,1200
700,15/09/2023,CUST326,Female,18,Clothing,3,25,75
701,16/09/2023,CUST019,Female,62,Clothing,2,25,50
702,16/09/2023,CUST412,Female,19,Electronics,4,500,2000
703,16/09/2023,CUST632,Female,26,Electronics,4,25,100
704,17/09/2023,CUST167,Female,43,Clothing,3,50,150
705,17/09/2023,CUST172,Male,32,Beauty,2,25,50
706,17/09/2023,CUST375,Male,32,Clothing,1,50,50
707,17/09/2023,CUST538,Male,18,Clothing,3,50,150
708,17/09/2023,CUST794,Female,60,Beauty,5,300,1500
709,18/09/2023,CUST131,Female,21,Beauty,2,300,600
710,18/09/2023,CUST330,Female,25,Beauty,4,50,200
711,18/09/2023,CUST494,Female,42,Beauty,4,50,200
712,19/09/2023,CUST513,Male,24,Electronics,4,25,100
713,19/09/2023,CUST573,Male,49,Beauty,2,30,60
714,21/09/2023,CUST241,Female,23,Electronics,3,25,75
715,21/09/2023,CUST579,Female,38,Electronics,1,30,30
716,22/09/2023,CUST218,Male,64,Beauty,3,30,90
717,22/09/2023,CUST846,Male,42,Beauty,1,50,50
718,23/09/2023,CUST616,Male,41,Clothing,2,50,100
719,24/09/2023,CUST523,Female,62,Electronics,1,300,300
